날짜,종가_OIL_GSL,전일대비_OIL_GSL,등략율_OIL_GSL
2012.12.15,1936.83,0.44,-0.02%
2012.12.14,1937.2,0.46,-0.02%
2012.12.13,1937.66,0.22,-0.01%
2012.12.12,1937.84,0.68,-0.04%
2012.12.11,1938.35,0.63,-0.03%
2012.12.10,1939.05,0.04,+ 0.00%
2012.12.09,1939.07,0.11,-0.01%
2012.12.08,1939.12,0.14,-0.01%
2012.12.07,1939.24,0.24,+ 0.01%
2012.12.06,1938.97,0.16,-0.01%
2012.12.05,1939.13,0.24,-0.01%
2012.12.04,1939.39,0.23,-0.01%
2012.12.03,1939.62,0.33,-0.02%
2012.12.02,1939.95,0.28,-0.01%
2012.12.01,1940.22,0.61,-0.03%
2012.11.30,1940.85,0.38,-0.02%
2012.11.29,1941.25,0.46,-0.02%
2012.11.28,1941.62,0.72,-0.04%
2012.11.27,1942.22,0.52,-0.03%
2012.11.26,1942.67,0.58,-0.03%
2012.11.25,1943.23,0.43,-0.02%
2012.11.24,1943.58,0.81,-0.04%
2012.11.23,1944.29,1.3,-0.07%
2012.11.22,1945.37,1.26,-0.06%
2012.11.21,1946.5,1.35,-0.07%
2012.11.20,1947.64,1.75,-0.09%
2012.11.19,1949.1,1.34,-0.07%
2012.11.18,1950.37,0.86,-0.04%
2012.11.17,1950.98,1.81,-0.09%
2012.11.16,1952.57,1.87,-0.10%
2012.11.15,1954.3,1.51,-0.08%
2012.11.14,1955.65,1.82,-0.09%
2012.11.13,1957.28,1.95,-0.10%
2012.11.12,1959.07,1.29,-0.07%
2012.11.11,1960.36,0.71,-0.04%
2012.11.10,1961.01,1.79,-0.09%
2012.11.09,1962.51,2.85,-0.15%
2012.11.08,1965.11,2.73,-0.14%
2012.11.07,1967.62,2.7,-0.14%
2012.11.06,1969.95,3.37,-0.17%
2012.11.05,1972.93,1.98,-0.10%
2012.11.04,1974.79,1.31,-0.07%
2012.11.03,1975.85,2.62,-0.13%
2012.11.02,1978.07,3.66,-0.18%
2012.11.01,1981.13,5.54,-0.28%
2012.10.31,1986.3,3.95,-0.20%
2012.10.30,1989.67,4.59,-0.23%
2012.10.29,1993.88,2.08,-0.10%
2012.10.28,1995.88,1.07,-0.05%
2012.10.27,1996.77,2.34,-0.12%
2012.10.26,1998.79,2.48,-0.12%
2012.10.25,2001.04,1.94,-0.10%
2012.10.24,2002.75,1.41,-0.07%
2012.10.23,2004.0,1.31,-0.07%
2012.10.22,2005.21,0.42,-0.02%
2012.10.21,2005.58,0.08,-0.00%
2012.10.20,2005.66,0.38,-0.02%
2012.10.19,2005.99,0.2,-0.01%
2012.10.18,2006.14,0.25,-0.01%
2012.10.17,2006.32,0.28,-0.01%
2012.10.16,2006.55,0.14,-0.01%
2012.10.15,2006.64,0.29,-0.01%
2012.10.14,2006.88,0.27,-0.01%
2012.10.13,2007.09,0.49,-0.02%
2012.10.12,2007.5,0.41,-0.02%
2012.10.11,2007.8,0.97,-0.05%
2012.10.10,2008.64,1.16,-0.06%
2012.10.09,2009.63,1.27,-0.06%
2012.10.08,2010.76,1.05,-0.05%
2012.10.07,2011.74,0.65,-0.03%
2012.10.06,2012.32,1.25,-0.06%
2012.10.05,2013.34,1.55,-0.08%
2012.10.04,2014.71,1.07,-0.05%
2012.10.03,2015.69,0.77,-0.04%
2012.10.02,2016.34,0.84,-0.04%
2012.10.01,2017.12,0.66,-0.03%
2012.09.30,2017.72,0.37,-0.02%
2012.09.29,2017.97,1.01,-0.05%
2012.09.28,2018.87,1.25,-0.06%
2012.09.27,2019.95,1.68,-0.08%
2012.09.26,2021.74,1.26,-0.06%
2012.09.25,2022.86,1.8,-0.09%
2012.09.24,2024.49,0.15,-0.01%
2012.09.23,2083.51,58.17,+ 2.87%
2012.09.22,2025.23,0.74,-0.04%
2012.09.21,2025.81,0.75,-0.04%
2012.09.20,2026.49,0.13,-0.01%
2012.09.19,2026.52,0.01,+ 0.00%
2012.09.18,2026.56,0.6,+ 0.03%
2012.09.17,2025.98,0.01,-0.00%
2012.09.16,2025.97,0.06,+ 0.00%
2012.09.15,2025.93,0.14,+ 0.01%
2012.09.14,2025.83,0.02,+ 0.00%
2012.09.13,2025.79,0.2,-0.01%
2012.09.12,2025.95,0.32,-0.02%
2012.09.11,2026.21,0.64,-0.03%
2012.09.10,2026.8,0.04,+ 0.00%
2012.09.09,2026.76,0.17,+ 0.01%
2012.09.08,2026.63,0.36,+ 0.02%
2012.09.07,2026.32,0.03,+ 0.00%
2012.09.06,2026.37,0.47,+ 0.02%
2012.09.05,2025.97,0.54,+ 0.03%
2012.09.04,2025.51,0.78,+ 0.04%
2012.09.03,2024.91,1.28,+ 0.06%
2012.09.02,2023.63,1.11,+ 0.05%
2012.09.01,2022.72,2.67,+ 0.13%
2012.08.31,2020.34,1.78,+ 0.09%
2012.08.30,2018.83,2.16,+ 0.11%
2012.08.29,2017.07,2.67,+ 0.13%
2012.08.28,2014.69,2.61,+ 0.13%
2012.08.27,2012.55,3.07,+ 0.15%
2012.08.26,2009.73,2.37,+ 0.12%
2012.08.25,2007.82,4.11,+ 0.21%
2012.08.24,2004.34,4.23,+ 0.21%
2012.08.23,2000.62,4.85,+ 0.24%
2012.08.22,1996.36,5.48,+ 0.28%
2012.08.21,1991.68,7.25,+ 0.37%
2012.08.20,1985.06,3.74,+ 0.19%
2012.08.19,1981.65,2.74,+ 0.14%
2012.08.18,1979.47,5.52,+ 0.28%
2012.08.17,1974.64,5.76,+ 0.29%
2012.08.16,1969.61,4.62,+ 0.24%
2012.08.15,1965.47,6.22,+ 0.32%
2012.08.14,1960.22,8.01,+ 0.41%
2012.08.13,1952.67,2.46,+ 0.13%
2012.08.12,1950.21,1.5,+ 0.08%
2012.08.11,1949.01,3.3,+ 0.17%
2012.08.10,1946.14,3.4,+ 0.18%
2012.08.09,1942.74,2.11,+ 0.11%
2012.08.08,1941.0,2.3,+ 0.12%
2012.08.07,1938.98,2.67,+ 0.14%
2012.08.06,1936.56,1.43,+ 0.07%
2012.08.05,1935.22,0.99,+ 0.05%
2012.08.04,1934.41,2.3,+ 0.12%
2012.08.03,1932.44,2.53,+ 0.13%
2012.08.02,1930.26,2.88,+ 0.15%
2012.08.01,1927.84,3.78,+ 0.20%
2012.07.31,1924.06,2.6,+ 0.14%
2012.07.30,1922.06,2.43,+ 0.13%
2012.07.29,1919.8,1.93,+ 0.10%
2012.07.28,1918.26,3.78,+ 0.20%
2012.07.27,1915.06,4.53,+ 0.24%
2012.07.26,1911.09,4.26,+ 0.22%
2012.07.25,1907.45,4.34,+ 0.23%
2012.07.24,1903.64,4.76,+ 0.25%
2012.07.23,1899.21,1.79,+ 0.09%
2012.07.22,1897.52,1.31,+ 0.07%
2012.07.21,1896.49,2.33,+ 0.12%
2012.07.20,1894.55,1.48,+ 0.08%
2012.07.19,1893.17,0.69,+ 0.04%
2012.07.18,1892.6,0.42,+ 0.02%
2012.07.17,1892.24,0.38,+ 0.02%
2012.07.16,1891.87,0.12,-0.01%
2012.07.15,1891.94,0.19,-0.01%
2012.07.14,1892.08,0.26,-0.01%
2012.07.13,1892.29,0.44,-0.02%
2012.07.12,1892.74,0.4,-0.02%
2012.07.11,1893.11,0.67,-0.04%
2012.07.10,1893.78,0.34,-0.02%
2012.07.09,1893.97,1.02,-0.05%
2012.07.08,1894.93,1.04,-0.05%
2012.07.07,1895.81,1.9,-0.10%
2012.07.06,1897.44,2.21,-0.12%
2012.07.05,1899.4,2.97,-0.16%
2012.07.04,1902.04,4.38,-0.23%
2012.07.03,1905.86,5.31,-0.28%
2012.07.02,1910.52,4.44,-0.23%
2012.07.01,1914.81,3.73,-0.19%
2012.06.30,1918.23,3.93,-0.20%
2012.06.29,1922.16,5.73,-0.30%
2012.06.28,1927.17,7.98,-0.41%
2012.06.27,1933.24,6.98,-0.36%
2012.06.26,1939.61,6.76,-0.35%
2012.06.25,1946.01,2.59,-0.13%
2012.06.24,1948.53,1.55,-0.08%
2012.06.23,1949.81,3.79,-0.19%
2012.06.22,1953.08,3.89,-0.20%
2012.06.21,1956.56,3.68,-0.19%
2012.06.20,1959.86,3.42,-0.17%
2012.06.19,1962.94,4.01,-0.20%
2012.06.18,1966.67,2.15,-0.11%
2012.06.17,1968.72,1.3,-0.07%
2012.06.16,1969.8,2.8,-0.14%
2012.06.15,1972.16,3.42,-0.17%
2012.06.14,1975.27,3.5,-0.18%
2012.06.13,1979.2,2.77,-0.14%
2012.06.12,1981.61,4.11,-0.21%
2012.06.11,1985.56,1.47,-0.07%
2012.06.10,1986.97,0.88,-0.04%
2012.06.09,1987.73,1.61,-0.08%
2012.06.08,1989.17,2.37,-0.12%
2012.06.07,1991.33,1.9,-0.10%
2012.06.06,1993.1,2.39,-0.12%
2012.06.05,1995.24,2.86,-0.14%
2012.06.04,1997.8,1.82,-0.09%
2012.06.03,1999.59,1.13,-0.06%
2012.06.02,2000.57,2.27,-0.11%
2012.06.01,2002.44,3.23,-0.16%
2012.05.31,2005.67,1.49,-0.07%
2012.05.30,2007.06,1.99,-0.10%
2012.05.29,2008.82,1.83,-0.09%
2012.05.28,2010.56,0.86,-0.04%
2012.05.27,2011.34,1.05,-0.05%
2012.05.26,2012.29,2.22,-0.11%
2012.05.25,2014.27,2.83,-0.14%
2012.05.24,2016.76,3.25,-0.16%
2012.05.23,2019.63,3.55,-0.18%
2012.05.22,2022.79,4.1,-0.20%
2012.05.21,2026.58,2.63,-0.13%
2012.05.20,2029.08,1.45,-0.07%
2012.05.19,2030.37,2.92,-0.14%
2012.05.18,2032.79,3.61,-0.18%
2012.05.17,2035.98,3.54,-0.17%
2012.05.16,2039.15,3.58,-0.18%
2012.05.15,2042.37,3.89,-0.19%
2012.05.14,2046.06,1.1,-0.05%
2012.05.13,2047.13,0.96,-0.05%
2012.05.12,2047.77,1.53,-0.07%
2012.05.11,2049.17,1.89,-0.09%
2012.05.10,2050.82,1.52,-0.07%
2012.05.09,2052.28,1.24,-0.06%
2012.05.08,2053.44,1.42,-0.07%
2012.05.07,2054.81,0.49,-0.02%
2012.05.06,2055.29,0.24,-0.01%
2012.05.05,2055.48,0.55,-0.03%
2012.05.04,2055.99,0.87,-0.04%
2012.05.03,2056.76,0.92,-0.04%
2012.05.02,2057.62,0.73,-0.04%
2012.05.01,2058.26,0.76,-0.04%
2012.04.30,2059.12,0.32,-0.02%
2012.04.29,2059.39,0.2,-0.01%
2012.04.28,2059.59,0.55,-0.03%
2012.04.27,2059.92,0.6,-0.03%
2012.04.26,2060.48,0.58,-0.03%
2012.04.25,2061.02,0.91,-0.04%
2012.04.24,2061.86,0.49,-0.02%
2012.04.23,2062.35,0.07,-0.00%
2012.04.22,2062.43,0.06,+ 0.00%
2012.04.21,2062.38,0.01,-0.00%
2012.04.20,2062.39,0.05,-0.00%
2012.04.19,2062.44,0.11,-0.01%
2012.04.18,2062.54,0.23,+ 0.01%
2012.04.17,2062.51,0.23,+ 0.01%
2012.04.16,2062.29,0.46,+ 0.02%
2012.04.15,2061.9,0.55,+ 0.03%
2012.04.14,2061.45,0.84,+ 0.04%
2012.04.13,2060.67,0.41,+ 0.02%
2012.04.12,2060.34,0.68,+ 0.03%
2012.04.11,2059.72,1.01,+ 0.05%
2012.04.10,2058.85,1.07,+ 0.05%
2012.04.09,2057.9,0.88,+ 0.04%
2012.04.08,2057.11,0.71,+ 0.03%
2012.04.07,2056.5,1.41,+ 0.07%
2012.04.06,2055.28,1.38,+ 0.07%
2012.04.05,2054.05,1.77,+ 0.09%
2012.04.04,2052.51,1.78,+ 0.09%
2012.04.03,2050.88,2.26,+ 0.11%
2012.04.02,2048.69,0.69,+ 0.03%
2012.04.01,2048.07,1.06,+ 0.05%
2012.03.31,2047.12,1.1,+ 0.05%
2012.03.30,2046.09,0.64,+ 0.03%
2012.03.29,2045.54,0.92,+ 0.04%
2012.03.28,2044.74,1.05,+ 0.05%
2012.03.27,2043.83,1.09,+ 0.05%
2012.03.26,2042.84,0.79,+ 0.04%
2012.03.25,2042.14,0.71,+ 0.03%
2012.03.24,2041.56,1.22,+ 0.06%
2012.03.23,2040.53,1.41,+ 0.07%
2012.03.22,2039.27,1.74,+ 0.09%
2012.03.21,2037.71,2.31,+ 0.11%
2012.03.20,2035.73,2.89,+ 0.14%
2012.03.19,2033.0,1.05,+ 0.05%
2012.03.18,2032.08,0.89,+ 0.04%
2012.03.17,2031.36,1.59,+ 0.08%
2012.03.16,2029.86,1.25,+ 0.06%
2012.03.15,2028.77,1.34,+ 0.07%
2012.03.14,2027.59,1.24,+ 0.06%
2012.03.13,2026.5,1.35,+ 0.07%
2012.03.12,2025.3,1.02,+ 0.05%
2012.03.11,2024.37,0.86,+ 0.04%
2012.03.10,2023.67,1.47,+ 0.07%
2012.03.09,2022.41,1.33,+ 0.07%
2012.03.08,2021.3,1.71,+ 0.08%
2012.03.07,2019.73,1.77,+ 0.09%
2012.03.06,2018.23,2.58,+ 0.13%
2012.03.05,2015.85,1.64,+ 0.08%
2012.03.04,2014.25,0.76,+ 0.04%
2012.03.03,2013.69,1.8,+ 0.09%
2012.03.02,2012.16,2.4,+ 0.12%
2012.03.01,2010.12,3.98,+ 0.20%
2012.02.29,2006.51,2.52,+ 0.13%
2012.02.28,2004.09,3.02,+ 0.15%
2012.02.27,2001.35,1.8,+ 0.09%
2012.02.26,1999.76,1.41,+ 0.07%
2012.02.25,1998.63,2.89,+ 0.14%
2012.02.24,1996.06,2.24,+ 0.11%
2012.02.23,1994.04,2.46,+ 0.12%
2012.02.22,1991.85,2.34,+ 0.12%
2012.02.21,1989.79,2.64,+ 0.13%
2012.02.20,1987.37,0.69,+ 0.03%
2012.02.19,1986.78,0.52,+ 0.03%
2012.02.18,1986.41,1.04,+ 0.05%
2012.02.17,1985.55,0.9,+ 0.05%
2012.02.16,1984.77,0.33,+ 0.02%
2012.02.15,1984.61,1.2,+ 0.06%
2012.02.14,1983.41,1.8,+ 0.09%
2012.02.13,1983.01,0.29,+ 0.01%
2012.02.12,1982.76,0.38,+ 0.02%
2012.02.11,1982.48,2.06,+ 0.10%
2012.02.10,1981.94,1.91,+ 0.10%
2012.02.09,1980.1,0.4,+ 0.02%
2012.02.08,1979.72,0.3,+ 0.02%
2012.02.07,1979.44,0.45,+ 0.02%
2012.02.06,1979.0,0.1,+ 0.01%
2012.02.05,1978.91,0.05,+ 0.00%
2012.02.04,1978.88,0.37,+ 0.02%
2012.02.03,1978.58,0.14,+ 0.01%
2012.02.02,1978.44,0.24,+ 0.01%
2012.02.01,1978.25,0.29,+ 0.01%
2012.01.31,1977.99,0.4,+ 0.02%
2012.01.30,1977.76,0.45,+ 0.02%
2012.01.29,1977.44,0.45,+ 0.02%
2012.01.28,1977.16,0.92,+ 0.05%
2012.01.27,1976.55,1.21,+ 0.06%
2012.01.26,1975.67,1.42,+ 0.07%
2012.01.25,1974.49,1.14,+ 0.06%
2012.01.24,1973.51,0.7,+ 0.04%
2012.01.23,1972.94,0.94,+ 0.05%
2012.01.22,1972.28,2.17,+ 0.11%
2012.01.21,1969.2,1.59,+ 0.08%
2012.01.20,1968.17,3.86,+ 0.20%
2012.01.19,1964.94,3.5,+ 0.18%
2012.01.18,1961.94,3.91,+ 0.20%
2012.01.17,1958.57,4.36,+ 0.22%
2012.01.16,1954.68,2.55,+ 0.13%
2012.01.15,1952.33,1.72,+ 0.09%
2012.01.14,1951.09,3.59,+ 0.18%
2012.01.13,1948.03,3.03,+ 0.16%
2012.01.12,1945.43,3.45,+ 0.18%
2012.01.11,1942.47,3.53,+ 0.18%
2012.01.10,1939.29,4.27,+ 0.22%
2012.01.09,1935.13,0.49,+ 0.03%
2012.01.08,1934.71,0.43,+ 0.02%
2012.01.07,1934.36,0.85,+ 0.04%
2012.01.06,1933.63,0.33,+ 0.02%
2012.01.05,1933.29,0.14,-0.01%
2012.01.04,1933.45,0.23,-0.01%
2012.01.03,1933.68,0.53,+ 0.03%
2012.01.02,1933.14,0.59,-0.03%
2012.01.01,1933.7,0.38,-0.02%
2011.12.31,1934.08,0.11,-0.01%
2011.12.30,1934.22,0.35,-0.02%
2011.12.29,1934.6,0.2,-0.01%
2011.12.28,1934.83,0.4,-0.02%
2011.12.27,1935.19,0.32,-0.02%
2011.12.26,1935.44,0.38,-0.02%
2011.12.25,1937.26,1.21,+ 0.06%
2011.12.24,1936.09,0.35,-0.02%
2011.12.23,1936.49,0.53,-0.03%
2011.12.22,1936.89,0.8,-0.04%
2011.12.21,1937.58,0.83,-0.04%
2011.12.20,1938.28,0.51,-0.03%
2011.12.19,1938.73,0.83,-0.04%
2011.12.18,1939.55,0.41,-0.02%
2011.12.17,1939.91,0.95,-0.05%
2011.12.16,1940.77,1.24,-0.06%
2011.12.15,1941.8,1.33,-0.07%
2011.12.14,1942.99,1.29,-0.07%
2011.12.13,1944.08,1.65,-0.08%
2011.12.12,1945.57,0.93,-0.05%
2011.12.11,1946.43,0.51,-0.03%
2011.12.10,1946.87,1.06,-0.05%
2011.12.09,1947.79,1.21,-0.06%
2011.12.08,1948.79,1.65,-0.08%
2011.12.07,1950.18,1.54,-0.08%
2011.12.06,1951.55,1.35,-0.07%
2011.12.05,1952.6,1.63,-0.08%
2011.12.04,1954.11,1.14,-0.06%
2011.12.03,1955.08,2.51,-0.13%
2011.12.02,1956.99,3.29,-0.17%
2011.12.01,1959.86,2.41,-0.12%
2011.11.30,1963.79,1.43,-0.07%
2011.11.29,1964.86,3.06,-0.16%
2011.11.28,1967.64,1.61,-0.08%
2011.11.27,1969.21,1.0,-0.05%
2011.11.26,1970.09,2.13,-0.11%
2011.11.25,1973.93,0.64,-0.03%
2011.11.24,1976.02,0.52,-0.03%
2011.11.23,1978.0,0.58,-0.03%
2011.11.22,1978.3,2.39,-0.12%
2011.11.21,1980.6,0.47,-0.02%
2011.11.20,1981.12,0.19,-0.01%
2011.11.19,1981.34,0.4,-0.02%
2011.11.18,1981.65,0.67,-0.03%
2011.11.17,1982.26,0.75,-0.04%
2011.11.16,1982.93,0.4,-0.02%
2011.11.15,1983.33,0.03,+ 0.00%
2011.11.14,1983.28,0.25,-0.01%
2011.11.13,1983.59,0.1,-0.01%
2011.11.12,1983.72,0.39,-0.02%
2011.11.11,1984.06,0.81,-0.04%
2011.11.10,1984.79,1.13,-0.06%
2011.11.09,1985.79,1.61,-0.08%
2011.11.08,1987.2,2.7,-0.14%
2011.11.07,1989.78,0.52,-0.03%
2011.11.06,1990.31,0.18,-0.01%
2011.11.05,1990.48,0.5,-0.03%
2011.11.04,1990.93,0.56,-0.03%
2011.11.03,1991.47,0.54,-0.03%
2011.11.02,1991.99,0.56,-0.03%
2011.11.01,1992.52,0.65,-0.03%
2011.10.31,1993.21,0.07,+ 0.00%
2011.10.30,1993.15,0.1,+ 0.01%
2011.10.29,1993.06,0.26,+ 0.01%
2011.10.28,1992.82,0.38,+ 0.02%
2011.10.27,1992.53,0.57,+ 0.03%
2011.10.26,1992.08,0.74,+ 0.04%
2011.10.25,1991.5,0.61,+ 0.03%
2011.10.24,1991.13,0.98,+ 0.05%
2011.10.23,1990.21,0.76,+ 0.04%
2011.10.22,1989.66,1.67,+ 0.08%
2011.10.21,1988.38,2.22,+ 0.11%
2011.10.20,1986.52,2.07,+ 0.10%
2011.10.19,1984.04,2.68,+ 0.14%
2011.10.18,1980.86,3.98,+ 0.20%
2011.10.17,1976.39,1.11,+ 0.06%
2011.10.16,1975.14,0.68,+ 0.03%
2011.10.15,1974.27,1.17,+ 0.06%
2011.10.14,1972.82,0.88,+ 0.04%
2011.10.13,1971.77,0.89,+ 0.05%
2011.10.12,1970.7,0.82,+ 0.04%
2011.10.11,1969.67,0.77,+ 0.04%
2011.10.10,1968.78,0.45,+ 0.02%
2011.10.09,1968.24,0.29,+ 0.01%
2011.10.08,1967.83,0.53,+ 0.03%
2011.10.07,1967.14,0.7,+ 0.04%
2011.10.06,1966.33,0.56,+ 0.03%
2011.10.05,1965.64,0.54,+ 0.03%
2011.10.04,1964.99,0.53,+ 0.03%
2011.10.03,1964.33,0.51,+ 0.03%
2011.10.02,1963.74,0.59,+ 0.03%
2011.10.01,1962.95,1.57,+ 0.08%
2011.09.30,1960.96,0.75,+ 0.04%
2011.09.29,1959.99,1.4,+ 0.07%
2011.09.28,1958.32,1.82,+ 0.09%
2011.09.27,1956.09,2.73,+ 0.14%
2011.09.26,1952.95,0.88,+ 0.05%
2011.09.25,1951.94,0.64,+ 0.03%
2011.09.24,1951.13,1.17,+ 0.06%
2011.09.23,1949.76,0.99,+ 0.05%
2011.09.22,1948.65,0.67,+ 0.03%
2011.09.21,1947.85,1.04,+ 0.05%
2011.09.20,1946.73,1.07,+ 0.05%
2011.09.19,1945.51,0.41,+ 0.02%
2011.09.18,1945.05,0.39,+ 0.02%
2011.09.17,1944.64,0.7,+ 0.04%
2011.09.16,1943.77,0.31,+ 0.02%
2011.09.15,1943.38,0.16,+ 0.01%
2011.09.14,1943.11,0.64,+ 0.03%
2011.09.13,1942.4,0.51,+ 0.03%
2011.09.12,1941.81,0.46,+ 0.02%
2011.09.11,1941.22,0.63,+ 0.03%
2011.09.10,1940.45,1.33,+ 0.07%
2011.09.09,1938.82,0.87,+ 0.04%
2011.09.08,1937.82,0.8,+ 0.04%
2011.09.07,1936.84,1.06,+ 0.05%
2011.09.06,1935.65,2.42,+ 0.13%
2011.09.05,1933.07,0.14,-0.01%
2011.09.04,1933.24,0.02,+ 0.00%
2011.09.03,1933.23,0.09,-0.00%
2011.09.02,1933.33,0.03,-0.00%
2011.09.01,1933.47,0.57,-0.03%
2011.08.31,1933.96,0.13,-0.01%
2011.08.30,1934.15,0.19,+ 0.01%
2011.08.29,1934.02,0.58,-0.03%
2011.08.28,1934.66,0.12,-0.01%
2011.08.27,1934.94,0.55,-0.03%
2011.08.26,1935.64,0.86,-0.04%
2011.08.25,1936.72,0.97,-0.05%
2011.08.24,1937.94,1.05,-0.05%
2011.08.23,1939.16,0.84,-0.04%
2011.08.22,1940.39,1.0,-0.05%
2011.08.21,1941.55,0.48,-0.02%
2011.08.20,1942.19,1.04,-0.05%
2011.08.19,1943.44,1.22,-0.06%
2011.08.18,1944.86,1.29,-0.07%
2011.08.17,1946.42,1.19,-0.06%
2011.08.16,1947.76,0.87,-0.04%
2011.08.15,1948.68,0.15,-0.01%
2011.08.14,1948.88,0.14,-0.01%
2011.08.13,1949.13,0.38,-0.02%
2011.08.12,1949.68,0.96,-0.05%
2011.08.11,1950.81,0.79,-0.04%
2011.08.10,1951.77,1.16,-0.06%
2011.08.09,1953.08,1.05,-0.05%
2011.08.08,1954.16,0.07,-0.00%
2011.08.07,1954.24,0.12,+ 0.01%
2011.08.06,1954.09,0.07,+ 0.00%
2011.08.05,1953.98,0.22,+ 0.01%
2011.08.04,1953.65,0.47,+ 0.02%
2011.08.03,1953.08,0.64,+ 0.03%
2011.08.02,1952.31,0.83,+ 0.04%
2011.08.01,1951.37,0.69,+ 0.04%
2011.07.31,1950.61,0.36,+ 0.02%
2011.07.30,1950.2,0.62,+ 0.03%
2011.07.29,1949.39,0.6,+ 0.03%
2011.07.28,1948.64,0.58,+ 0.03%
2011.07.27,1947.91,0.53,+ 0.03%
2011.07.26,1947.3,0.56,+ 0.03%
2011.07.25,1946.55,0.75,+ 0.04%
2011.07.24,1945.72,0.39,+ 0.02%
2011.07.23,1945.21,0.8,+ 0.04%
2011.07.22,1944.25,0.97,+ 0.05%
2011.07.21,1943.13,1.13,+ 0.06%
2011.07.20,1941.81,1.25,+ 0.06%
2011.07.19,1940.35,1.83,+ 0.09%
2011.07.18,1938.24,1.06,+ 0.05%
2011.07.17,1937.02,0.75,+ 0.04%
2011.07.16,1936.1,1.3,+ 0.07%
2011.07.15,1934.48,1.59,+ 0.08%
2011.07.14,1932.65,1.61,+ 0.08%
2011.07.13,1930.78,2.62,+ 0.14%
2011.07.12,1927.76,4.56,+ 0.24%
2011.07.11,1922.63,0.56,+ 0.03%
2011.07.10,1921.98,0.37,+ 0.02%
2011.07.09,1921.65,1.15,+ 0.06%
2011.07.08,1920.43,1.1,+ 0.06%
2011.07.07,1919.24,2.62,-0.14%
2011.07.06,1921.67,0.17,+ 0.01%
2011.07.05,1921.46,0.16,-0.01%
2011.07.04,1921.59,0.04,-0.00%
2011.07.03,1921.65,0.19,+ 0.01%
2011.07.02,1921.5,0.28,+ 0.01%
2011.07.01,1921.16,0.27,-0.01%
2011.06.30,1921.38,0.19,-0.01%
2011.06.29,1921.56,0.24,-0.01%
2011.06.28,1921.78,0.69,-0.04%
2011.06.27,1922.43,0.38,+ 0.02%
2011.06.26,1922.04,0.2,+ 0.01%
2011.06.25,1921.79,0.4,+ 0.02%
2011.06.24,1921.3,0.55,+ 0.03%
2011.06.23,1920.59,0.72,+ 0.04%
2011.06.22,1919.59,0.86,+ 0.04%
2011.06.21,1918.42,1.21,+ 0.06%
2011.06.20,1916.98,0.76,+ 0.04%
2011.06.19,1916.17,0.42,+ 0.02%
2011.06.18,1915.59,0.82,+ 0.04%
2011.06.17,1914.55,0.76,+ 0.04%
2011.06.16,1913.73,0.74,+ 0.04%
2011.06.15,1912.87,0.87,+ 0.05%
2011.06.14,1911.78,0.79,+ 0.04%
2011.06.13,1910.89,0.0,0.00%
2011.06.12,1910.9,0.08,+ 0.00%
2011.06.11,1910.75,0.03,+ 0.00%
2011.06.10,1910.69,0.17,-0.01%
2011.06.09,1910.83,0.12,-0.01%
2011.06.08,1911.01,0.25,-0.01%
2011.06.07,1911.3,0.23,-0.01%
2011.06.06,1911.54,0.08,-0.00%
2011.06.05,1911.64,0.2,-0.01%
2011.06.03,1912.57,0.04,-0.00%
2011.06.02,1912.74,0.74,-0.04%
2011.06.01,1913.69,1.32,-0.07%
2011.05.31,1915.24,0.11,-0.01%
2011.05.30,1915.57,0.97,-0.05%
2011.05.29,1916.74,0.42,-0.02%
2011.05.28,1917.35,1.06,-0.06%
2011.05.27,1918.78,1.69,-0.09%
2011.05.26,1920.85,2.34,-0.12%
2011.05.25,1923.71,2.84,-0.15%
2011.05.24,1927.08,3.83,-0.20%
2011.05.23,1931.26,1.36,-0.07%
2011.05.22,1932.87,0.48,-0.02%
2011.05.21,1933.58,1.48,-0.08%
2011.05.20,1935.43,2.07,-0.11%
2011.05.19,1937.85,2.26,-0.12%
2011.05.18,1940.52,3.07,-0.16%
2011.05.17,1943.93,2.36,-0.12%
2011.05.16,1946.47,0.57,-0.03%
2011.05.15,1947.06,0.33,-0.02%
2011.05.14,1947.5,0.65,-0.03%
2011.05.13,1948.33,1.23,-0.06%
2011.05.12,1949.65,0.87,-0.04%
2011.05.11,1950.53,0.51,-0.03%
2011.05.10,1951.09,1.23,-0.06%
2011.05.09,1952.22,0.06,+ 0.00%
2011.05.08,1952.11,0.15,+ 0.01%
2011.05.07,1951.91,0.31,+ 0.02%
2011.05.06,1951.54,0.38,+ 0.02%
2011.05.05,1951.12,0.54,+ 0.03%
2011.05.04,1950.42,1.05,+ 0.05%
2011.05.03,1949.1,3.28,+ 0.17%
2011.05.02,1945.47,0.27,-0.01%
2011.05.01,1945.76,0.18,-0.01%
2011.04.30,1945.89,0.16,-0.01%
2011.04.29,1946.0,0.2,-0.01%
2011.04.28,1946.22,0.36,-0.02%
2011.04.27,1946.58,0.26,-0.01%
2011.04.26,1946.88,0.0,0.00%
2011.04.25,1946.93,0.01,-0.00%
2011.04.24,1946.93,0.08,+ 0.00%
2011.04.23,1946.88,0.03,-0.00%
2011.04.22,1946.73,0.03,-0.00%
2011.04.21,1946.69,0.19,+ 0.01%
2011.04.20,1946.43,0.46,+ 0.02%
2011.04.19,1945.92,1.23,+ 0.06%
2011.04.18,1944.57,0.04,-0.00%
2011.04.17,1944.59,0.06,+ 0.00%
